sent_text,lemmas_and_tags,link,author,name
"Но иногда его сны — это длинные целостные истории, в которых, по правде говоря, мало смысла, но слишком много ощущений.","[['но', 'CONJ'], ['иногда', 'ADVB'], ['он', 'NPRO'], ['сон', 'NOUN'], ['—', 'None'], ['это', 'PRCL'], ['длинный', 'ADJ'], ['целостный', 'ADJ'], ['история', 'NOUN'], [',', 'None'], ['в', 'PREP'], ['который', 'ADJ'], [',', 'None'], ['по', 'PREP'], ['правда', 'NOUN'], ['говорить', 'GRND'], [',', 'None'], ['мало', 'NUMR'], ['смысл', 'NOUN'], [',', 'None'], ['но', 'CONJ'], ['слишком', 'ADVB'], ['много', 'ADVB'], ['ощущение', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"В них Грейнджер страстная, податливая, отзывчивая и бесстыдная.","[['в', 'PREP'], ['они', 'NPRO'], ['грейнджер', 'NOUN'], ['страстный', 'ADJ'], [',', 'None'], ['податливый', 'ADJ'], [',', 'None'], ['отзывчивый', 'ADJ'], ['и', 'CONJ'], ['бесстыдный', 'ADJ'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Там она целует его так чувственно, как никто до неё, растягивает губы в похотливой улыбке, соблазнительно двигается, стонет в его руках и разрешает делать все, чего он только пожелает.","[['там', 'ADVB'], ['она', 'NPRO'], ['целовать', 'VERB'], ['он', 'NPRO'], ['так', 'CONJ'], ['чувственно', 'ADVB'], [',', 'None'], ['как', 'CONJ'], ['никто', 'NPRO'], ['до', 'PREP'], ['она', 'NPRO'], [',', 'None'], ['растягивать', 'VERB'], ['губа', 'NOUN'], ['в', 'PREP'], ['похотливый', 'ADJ'], ['улыбка', 'NOUN'], [',', 'None'], ['соблазнительно', 'ADVB'], ['двигаться', 'VERB'], [',', 'None'], ['стонать', 'VERB'], ['в', 'PREP'], ['он', 'NPRO'], ['рука', 'NOUN'], ['и', 'CONJ'], ['разрешать', 'VERB'], ['делать', 'VERB'], ['всё', 'PRCL'], [',', 'None'], ['что', 'NPRO'], ['он', 'NPRO'], ['только', 'ADVB'], ['пожелать', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Там она принадлежит только ему, а он тонет в карих глазах, распадается от её прикосновений и полностью теряет контроль над собой.","[['там', 'ADVB'], ['она', 'NPRO'], ['принадлежать', 'VERB'], ['только', 'ADVB'], ['он', 'NPRO'], [',', 'None'], ['а', 'CONJ'], ['он', 'NPRO'], ['тонуть', 'VERB'], ['в', 'PREP'], ['карий', 'ADJ'], ['глаз', 'NOUN'], [',', 'None'], ['распадаться', 'VERB'], ['от', 'PREP'], ['её', 'ADJ'], ['прикосновение', 'NOUN'], ['и', 'CONJ'], ['полностью', 'ADVB'], ['терять', 'VERB'], ['контроль', 'NOUN'], ['над', 'PREP'], ['себя', 'NPRO'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Эти сны изводят его больше остальных.,"[['этот', 'ADJ'], ['сон', 'NOUN'], ['изводить', 'VERB'], ['он', 'NPRO'], ['большой', 'COMP'], ['остальной', 'ADJ'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Во-первых, после них он просыпается в холодном поту с мучительной эрекцией, а во-вторых, они играют с его воображением и заставляют хотеть воспроизвести каждый нюанс, каждое движение наяву.","[['во-первых', 'CONJ'], [',', 'None'], ['после', 'PREP'], ['они', 'NPRO'], ['он', 'NPRO'], ['просыпаться', 'VERB'], ['в', 'PREP'], ['холодный', 'ADJ'], ['пот', 'NOUN'], ['с', 'PREP'], ['мучительный', 'ADJ'], ['эрекция', 'NOUN'], [',', 'None'], ['а', 'CONJ'], ['во-вторых', 'CONJ'], [',', 'None'], ['они', 'NPRO'], ['играть', 'VERB'], ['с', 'PREP'], ['он', 'NPRO'], ['воображение', 'NOUN'], ['и', 'CONJ'], ['заставлять', 'VERB'], ['хотеть', 'VERB'], ['воспроизвести', 'VERB'], ['каждый', 'ADJ'], ['нюанс', 'NOUN'], [',', 'None'], ['каждый', 'ADJ'], ['движение', 'NOUN'], ['наяву', 'ADVB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Они сводят его с ума, но он держится.","[['они', 'NPRO'], ['сводить', 'VERB'], ['он', 'NPRO'], ['с', 'PREP'], ['ум', 'NOUN'], [',', 'None'], ['но', 'CONJ'], ['он', 'NPRO'], ['держаться', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Точнее, старается держаться, потому что идеи взять Грейнджер силой посещают его все чаще.","[['точнее', 'CONJ'], [',', 'None'], ['стараться', 'VERB'], ['держаться', 'VERB'], [',', 'None'], ['потому', 'ADVB'], ['что', 'CONJ'], ['идея', 'NOUN'], ['взять', 'VERB'], ['грейнджер', 'NOUN'], ['сила', 'NOUN'], ['посещать', 'VERB'], ['он', 'NPRO'], ['всё', 'PRCL'], ['частый', 'COMP'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Кто бы мог подумать, что когда-то столь ненавистная подружка Поттера будет занимать такое значительное место в его голове?","[['кто', 'NPRO'], ['бы', 'PRCL'], ['мочь', 'VERB'], ['подумать', 'VERB'], [',', 'None'], ['что', 'CONJ'], ['когда-то', 'ADVB'], ['столь', 'ADVB'], ['ненавистный', 'ADJ'], ['подружка', 'NOUN'], ['поттер', 'NOUN'], ['быть', 'VERB'], ['занимать', 'VERB'], ['такой', 'ADJ'], ['значительный', 'ADJ'], ['место', 'NOUN'], ['в', 'PREP'], ['он', 'NPRO'], ['голова', 'NOUN'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Драко корил себя за то, что сам же и накликал это наваждение.","[['драко', 'NOUN'], ['корить', 'VERB'], ['себя', 'NPRO'], ['за', 'PREP'], ['то', 'CONJ'], [',', 'None'], ['что', 'CONJ'], ['сам', 'ADJ'], ['же', 'PRCL'], ['и', 'CONJ'], ['накликать', 'VERB'], ['это', 'PRCL'], ['наваждение', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Если бы он не вспомнил о словах Панси про эти пресловутые половинки, если бы не вложил случайными фразами эту мысль Грейнджер, если бы не сунул свой нос в их дела с Уизелом, если бы не увидел её родимое пятно…","[['если', 'CONJ'], ['бы', 'PRCL'], ['он', 'NPRO'], ['не', 'PRCL'], ['вспомнить', 'VERB'], ['о', 'PREP'], ['слово', 'NOUN'], ['панси', 'NOUN'], ['про', 'PREP'], ['этот', 'ADJ'], ['пресловутый', 'ADJ'], ['половинка', 'NOUN'], [',', 'None'], ['если', 'CONJ'], ['бы', 'PRCL'], ['не', 'PRCL'], ['вложить', 'VERB'], ['случайный', 'ADJ'], ['фраза', 'NOUN'], ['этот', 'ADJ'], ['мысль', 'NOUN'], ['грейнджер', 'NOUN'], [',', 'None'], ['если', 'CONJ'], ['бы', 'PRCL'], ['не', 'PRCL'], ['сунуть', 'VERB'], ['свой', 'ADJ'], ['нос', 'NOUN'], ['в', 'PREP'], ['они', 'NPRO'], ['дело', 'NOUN'], ['с', 'PREP'], ['уизелом', 'NOUN'], [',', 'None'], ['если', 'CONJ'], ['бы', 'PRCL'], ['не', 'PRCL'], ['увидеть', 'VERB'], ['её', 'ADJ'], ['родимый', 'ADJ'], ['пятно…', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
В этот момент он вскочил с кровати и в очередной раз бросился к зеркалу.,"[['в', 'PREP'], ['этот', 'ADJ'], ['момент', 'NOUN'], ['он', 'NPRO'], ['вскочить', 'VERB'], ['с', 'PREP'], ['кровать', 'NOUN'], ['и', 'CONJ'], ['в', 'PREP'], ['очередной', 'ADJ'], ['раз', 'ADVB'], ['броситься', 'VERB'], ['к', 'PREP'], ['зеркало', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Стянув рубашку через голову он снова, как и семь дней подряд до этого, уставился на небольшую светло-серую отметину на бледной коже.","[['стянуть', 'GRND'], ['рубашка', 'NOUN'], ['через', 'PREP'], ['голова', 'NOUN'], ['он', 'NPRO'], ['снова', 'ADVB'], [',', 'None'], ['как', 'CONJ'], ['и', 'CONJ'], ['семь', 'NUMR'], ['день', 'NOUN'], ['подряд', 'ADVB'], ['до', 'PREP'], ['это', 'NPRO'], [',', 'None'], ['уставиться', 'VERB'], ['на', 'PREP'], ['небольшой', 'ADJ'], ['светло-серый', 'ADJ'], ['отметина', 'NOUN'], ['на', 'PREP'], ['бледный', 'ADJ'], ['кожа', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"С левой стороны от груди, на ребрах виднелось невзрачное пятно причудливой формы.","[['с', 'PREP'], ['левый', 'ADJ'], ['сторона', 'NOUN'], ['от', 'PREP'], ['грудь', 'NOUN'], [',', 'None'], ['на', 'PREP'], ['ребро', 'NOUN'], ['виднеться', 'VERB'], ['невзрачный', 'ADJ'], ['пятно', 'NOUN'], ['причудливый', 'ADJ'], ['форма', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Что это такое сказать было трудно, ни на что конкретно оно не было похоже, хотя в нем легко можно разглядеть и чернильную кляксу, и бабочку, может, что-то ещё, он не знал наверняка.","[['что', 'CONJ'], ['это', 'PRCL'], ['такой', 'ADJ'], ['сказать', 'VERB'], ['быть', 'VERB'], ['трудно', 'ADVB'], [',', 'None'], ['ни', 'PRCL'], ['на', 'PREP'], ['что', 'CONJ'], ['конкретно', 'ADVB'], ['оно', 'NPRO'], ['не', 'PRCL'], ['быть', 'VERB'], ['похоже', 'ADVB'], [',', 'None'], ['хотя', 'CONJ'], ['в', 'PREP'], ['немой', 'ADJ'], ['легко', 'ADVB'], ['можно', 'PRED'], ['разглядеть', 'VERB'], ['и', 'CONJ'], ['чернильный', 'ADJ'], ['клякса', 'NOUN'], [',', 'None'], ['и', 'CONJ'], ['бабочка', 'NOUN'], [',', 'None'], ['мочь', 'VERB'], [',', 'None'], ['что-то', 'NPRO'], ['ещё', 'ADVB'], [',', 'None'], ['он', 'NPRO'], ['не', 'PRCL'], ['знать', 'VERB'], ['наверняка', 'ADVB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Но в чем он и был уверен, так это в том, что на боку Грейнджер красовалась такая же метка.","[['но', 'CONJ'], ['в', 'PREP'], ['чем', 'CONJ'], ['он', 'NPRO'], ['и', 'CONJ'], ['быть', 'VERB'], ['уверенный', 'ADJ'], [',', 'None'], ['так', 'CONJ'], ['это', 'PRCL'], ['в', 'PREP'], ['тот', 'ADJ'], [',', 'None'], ['что', 'CONJ'], ['на', 'PREP'], ['бок', 'NOUN'], ['грейнджер', 'NOUN'], ['красоваться', 'VERB'], ['такой', 'ADJ'], ['же', 'PRCL'], ['метка', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Абсолютно идентичная, вплоть до крохотной капли над левым крылом.","[['абсолютно', 'ADVB'], ['идентичный', 'ADJ'], [',', 'None'], ['вплоть', 'ADVB'], ['до', 'PREP'], ['крохотный', 'ADJ'], ['капля', 'NOUN'], ['над', 'PREP'], ['левый', 'ADJ'], ['крыло', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Это пугало.,"[['это', 'PRCL'], ['пугать', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Драко медленно поднес руку к выделяющемуся участку кожи и коснулся его пальцами.,"[['драко', 'NOUN'], ['медленно', 'ADVB'], ['поднести', 'VERB'], ['рука', 'NOUN'], ['к', 'PREP'], ['выделяться', 'PRT'], ['участок', 'NOUN'], ['кожа', 'NOUN'], ['и', 'CONJ'], ['коснуться', 'VERB'], ['он', 'NPRO'], ['палец', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Оно было тёплым, как будто намеренно нагретым, и немного пульсировало, вызывая еле заметный зуд.","[['оно', 'NPRO'], ['быть', 'VERB'], ['тёплый', 'ADJ'], [',', 'None'], ['как', 'CONJ'], ['будто', 'CONJ'], ['намеренно', 'ADVB'], ['нагреть', 'PRT'], [',', 'None'], ['и', 'CONJ'], ['немного', 'ADVB'], ['пульсировать', 'VERB'], [',', 'None'], ['вызывать', 'GRND'], ['еле', 'ADVB'], ['заметный', 'ADJ'], ['зуд', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Опустив руку, он посмотрел на своё отражение.","[['опустить', 'GRND'], ['рука', 'NOUN'], [',', 'None'], ['он', 'NPRO'], ['посмотреть', 'VERB'], ['на', 'PREP'], ['свой', 'ADJ'], ['отражение', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"То, что он увидел, ему не понравилось.","[['то', 'CONJ'], [',', 'None'], ['что', 'CONJ'], ['он', 'NPRO'], ['увидеть', 'VERB'], [',', 'None'], ['он', 'NPRO'], ['не', 'PRCL'], ['понравиться', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Тёмные круги под глазами, осунувшийся вид от недосыпа.","[['тёмный', 'ADJ'], ['круг', 'NOUN'], ['под', 'PREP'], ['глаз', 'NOUN'], [',', 'None'], ['осунуться', 'PRT'], ['вид', 'NOUN'], ['от', 'PREP'], ['недосып', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Решив, что нужно окончательно со всем этим разобраться, уже через секунды четыре, которые понадобились, чтобы натянуть рубашку обратно, он дернул ручку двери.","[['решить', 'GRND'], [',', 'None'], ['что', 'CONJ'], ['нужно', 'PRED'], ['окончательно', 'ADVB'], ['с', 'PREP'], ['весь', 'ADJ'], ['это', 'NPRO'], ['разобраться', 'VERB'], [',', 'None'], ['уже', 'ADVB'], ['через', 'PREP'], ['секунда', 'NOUN'], ['четыре', 'NUMR'], [',', 'None'], ['который', 'ADJ'], ['понадобиться', 'VERB'], [',', 'None'], ['чтобы', 'CONJ'], ['натянуть', 'VERB'], ['рубашка', 'NOUN'], ['обратно', 'ADVB'], [',', 'None'], ['он', 'NPRO'], ['дёрнуть', 'VERB'], ['ручка', 'NOUN'], ['дверь', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Грейнджер! — рявкнул он, переступая порог её комнаты босыми ногами.","[['—', 'None'], ['грейнджер', 'NOUN'], ['!', 'None'], ['—', 'None'], ['рявкнуть', 'VERB'], ['он', 'NPRO'], [',', 'None'], ['переступать', 'GRND'], ['порог', 'NOUN'], ['её', 'ADJ'], ['комната', 'NOUN'], ['босой', 'ADJ'], ['нога', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Малфой!,"[['—', 'None'], ['малфа', 'NOUN'], ['!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Ты что творишь? — заверещала она, судорожно натягивая на себя простынь.","[['ты', 'NPRO'], ['что', 'CONJ'], ['творить', 'VERB'], ['?', 'None'], ['—', 'None'], ['заверещать', 'VERB'], ['она', 'NPRO'], [',', 'None'], ['судорожно', 'ADVB'], ['натягивать', 'GRND'], ['на', 'PREP'], ['себя', 'NPRO'], ['простыня', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Снова.,"[['снова', 'ADVB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Драко закрыл глаза, не из моральных побуждений, конечно же, а скорее, чтобы не издеваться над собой.","[['драко', 'NOUN'], ['закрыть', 'VERB'], ['глаз', 'NOUN'], [',', 'None'], ['не', 'PRCL'], ['из', 'PREP'], ['моральный', 'ADJ'], ['побуждение', 'NOUN'], [',', 'None'], ['конечно', 'CONJ'], ['же', 'PRCL'], [',', 'None'], ['а', 'CONJ'], ['скорее', 'CONJ'], [',', 'None'], ['чтобы', 'CONJ'], ['не', 'PRCL'], ['издеваться', 'VERB'], ['над', 'PREP'], ['себя', 'NPRO'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Но образ влажной Грейнджер после душа теперь его точно не оставит в покое.,"[['но', 'CONJ'], ['образ', 'NOUN'], ['влажный', 'ADJ'], ['грейнджер', 'NOUN'], ['после', 'PREP'], ['душа', 'NOUN'], ['теперь', 'ADVB'], ['он', 'NPRO'], ['точно', 'ADVB'], ['не', 'PRCL'], ['оставить', 'VERB'], ['в', 'PREP'], ['покой', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Грейнджер, ты уже в коконе?","[['—', 'None'], ['грейнджер', 'NOUN'], [',', 'None'], ['ты', 'NPRO'], ['уже', 'ADVB'], ['в', 'PREP'], ['кокон', 'NOUN'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Кто тебя воспитывал?,"[['—', 'None'], ['кто', 'NPRO'], ['ты', 'NPRO'], ['воспитывать', 'VERB'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Тебя не учили стучаться или хотя бы не вламываться в чужую комнату?,"[['ты', 'NPRO'], ['не', 'PRCL'], ['учить', 'VERB'], ['стучаться', 'VERB'], ['или', 'CONJ'], ['хотя', 'CONJ'], ['бы', 'PRCL'], ['не', 'PRCL'], ['вламываться', 'VERB'], ['в', 'PREP'], ['чужой', 'ADJ'], ['комната', 'NOUN'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Ты понимаешь, что такое личное пространство другого человека, что ты в конце концов не у себя дома?","[['ты', 'NPRO'], ['понимать', 'VERB'], [',', 'None'], ['что', 'CONJ'], ['такой', 'ADJ'], ['личный', 'ADJ'], ['пространство', 'NOUN'], ['другой', 'ADJ'], ['человек', 'NOUN'], [',', 'None'], ['что', 'CONJ'], ['ты', 'NPRO'], ['в', 'PREP'], ['конец', 'NOUN'], ['конец', 'NOUN'], ['не', 'PRCL'], ['у', 'PREP'], ['себя', 'NPRO'], ['дом', 'NOUN'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Поток бесполезных вопросов не прекращался и нужно было как-то его остановить.,"[['поток', 'NOUN'], ['бесполезный', 'ADJ'], ['вопрос', 'NOUN'], ['не', 'PRCL'], ['прекращаться', 'VERB'], ['и', 'CONJ'], ['нужно', 'PRED'], ['быть', 'VERB'], ['как-то', 'ADVB'], ['он', 'NPRO'], ['остановить', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Я открываю глаза.,"[['—', 'None'], ['я', 'NPRO'], ['открывать', 'VERB'], ['глаз', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Так что, кто не спрятался, я не виноват!","[['так', 'CONJ'], ['что', 'CONJ'], [',', 'None'], ['кто', 'NPRO'], ['не', 'PRCL'], ['спрятаться', 'VERB'], [',', 'None'], ['я', 'NPRO'], ['не', 'PRCL'], ['виноватый', 'ADJ'], ['!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Раз, два, три.","[['раз', 'ADVB'], [',', 'None'], ['два', 'NUMR'], [',', 'None'], ['три', 'NUMR'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Малфой, что ты себе позволяешь? — он замер, разглядывая капли, стекающие по шее и застывающие в районе ключиц, некоторым удавалось пробраться дальше, проникая в соблазнительную ложбинку, менее везучие оставляли потемневшие следы на белоснежной ткани, больше не продолжая свой путь.","[['—', 'None'], ['малфа', 'NOUN'], [',', 'None'], ['что', 'CONJ'], ['ты', 'NPRO'], ['себя', 'NPRO'], ['позволять', 'VERB'], ['?', 'None'], ['—', 'None'], ['он', 'NPRO'], ['замереть', 'VERB'], [',', 'None'], ['разглядывать', 'GRND'], ['капля', 'NOUN'], [',', 'None'], ['стекать', 'PRT'], ['по', 'PREP'], ['шея', 'NOUN'], ['и', 'CONJ'], ['застывать', 'PRT'], ['в', 'PREP'], ['район', 'NOUN'], ['ключица', 'NOUN'], [',', 'None'], ['некоторый', 'ADJ'], ['удаваться', 'VERB'], ['пробраться', 'VERB'], ['далёкий', 'COMP'], [',', 'None'], ['проникать', 'GRND'], ['в', 'PREP'], ['соблазнительный', 'ADJ'], ['ложбинка', 'NOUN'], [',', 'None'], ['менее', 'ADVB'], ['везучий', 'ADJ'], ['оставлять', 'VERB'], ['потемнеть', 'PRT'], ['след', 'NOUN'], ['на', 'PREP'], ['белоснежный', 'ADJ'], ['ткань', 'NOUN'], [',', 'None'], ['большой', 'COMP'], ['не', 'PRCL'], ['продолжать', 'GRND'], ['свой', 'ADJ'], ['путь', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Мокрые волосы завивались тысячью кудряшек, хаотично обрамляя её лицо, выражение которого, кстати, не сулило ничего хорошего.","[['мокрый', 'ADJ'], ['волос', 'NOUN'], ['завиваться', 'VERB'], ['тысяча', 'NOUN'], ['кудряшка', 'NOUN'], [',', 'None'], ['хаотично', 'ADVB'], ['обрамлять', 'GRND'], ['её', 'ADJ'], ['лицо', 'NOUN'], [',', 'None'], ['выражение', 'NOUN'], ['который', 'ADJ'], [',', 'None'], ['кстати', 'CONJ'], [',', 'None'], ['не', 'PRCL'], ['сулить', 'VERB'], ['ничто', 'NPRO'], ['хороший', 'ADJ'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Глаза горели адским пламенем, губы сжимались в тонкую линию, а брови хмурились, образуя неглубокую морщинку между ними, отчего хотелось разгладить ее пальцем.","[['глаз', 'NOUN'], ['гореть', 'VERB'], ['адский', 'ADJ'], ['пламя', 'NOUN'], [',', 'None'], ['губа', 'NOUN'], ['сжиматься', 'VERB'], ['в', 'PREP'], ['тонкий', 'ADJ'], ['линия', 'NOUN'], [',', 'None'], ['а', 'CONJ'], ['бровь', 'NOUN'], ['хмуриться', 'VERB'], [',', 'None'], ['образовать', 'GRND'], ['неглубокий', 'ADJ'], ['морщинка', 'NOUN'], ['между', 'PREP'], ['они', 'NPRO'], [',', 'None'], ['отчий', 'ADJ'], ['хотеться', 'VERB'], ['разгладить', 'VERB'], ['она', 'NPRO'], ['палец', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Он глубоко вздохнул и сквозь зубы выдавил из себя слово «прости».,"[['он', 'NPRO'], ['глубоко', 'ADVB'], ['вздохнуть', 'VERB'], ['и', 'CONJ'], ['сквозь', 'PREP'], ['зуб', 'NOUN'], ['выдавить', 'VERB'], ['из', 'PREP'], ['себя', 'NPRO'], ['слово', 'NOUN'], ['«', 'None'], ['простить', 'VERB'], ['»', 'None'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Что ты сказал? — удивленно спросила Гермиона, хлопая ресницами и, наверное, даже не понимая, какое впечатление сейчас производит.","[['—', 'None'], ['что', 'CONJ'], ['ты', 'NPRO'], ['сказать', 'VERB'], ['?', 'None'], ['—', 'None'], ['удивлённо', 'ADVB'], ['спросить', 'VERB'], ['гермиона', 'NOUN'], [',', 'None'], ['хлопать', 'GRND'], ['ресница', 'NOUN'], ['и', 'CONJ'], [',', 'None'], ['наверное', 'CONJ'], [',', 'None'], ['даже', 'PRCL'], ['не', 'PRCL'], ['понимать', 'GRND'], [',', 'None'], ['какой', 'ADJ'], ['впечатление', 'NOUN'], ['сейчас', 'ADVB'], ['производить', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Я извинился, Грейнджер.","[['—', 'None'], ['я', 'NPRO'], ['извиниться', 'VERB'], [',', 'None'], ['грейнджер', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Но ты никогда этого не делал.,"[['—', 'None'], ['но', 'CONJ'], ['ты', 'NPRO'], ['никогда', 'ADVB'], ['это', 'NPRO'], ['не', 'PRCL'], ['делать', 'VERB'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Во всяком случае при мне.,"[['в', 'PREP'], ['всякий', 'ADJ'], ['случай', 'NOUN'], ['при', 'PREP'], ['я', 'NPRO'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Я знаю, — он чувствовал себя диковинным животным под её изучающим взглядом.","[['—', 'None'], ['я', 'NPRO'], ['знать', 'VERB'], [',', 'None'], ['—', 'None'], ['он', 'NPRO'], ['чувствовать', 'VERB'], ['себя', 'NPRO'], ['диковинный', 'ADJ'], ['животное', 'NOUN'], ['под', 'PREP'], ['её', 'ADJ'], ['изучать', 'PRT'], ['взгляд', 'NOUN'], ['.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Это доставляло достаточно неуютные ощущения, но он все же задал вопрос: — Ты помнишь наш последний разговор?","[['это', 'PRCL'], ['доставлять', 'VERB'], ['достаточно', 'ADVB'], ['неуютный', 'ADJ'], ['ощущение', 'NOUN'], [',', 'None'], ['но', 'CONJ'], ['он', 'NPRO'], ['всё', 'PRCL'], ['же', 'PRCL'], ['задать', 'VERB'], ['вопрос', 'NOUN'], [':', 'None'], ['—', 'None'], ['ты', 'NPRO'], ['помнить', 'VERB'], ['наш', 'ADJ'], ['последний', 'ADJ'], ['разговор', 'NOUN'], ['?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
